level,experience,job_title,median_salary,profile_count
Mid Level,5-9 years,Oracle_Developer,94644.21,29
Senior Level,10-19 years,Oracle_Developer,114342.76,51
Executive Level,20 years or more,Oracle_Developer,126305.33,25
Entry Level,Less than 1 year,PHP_Developer,50156.73,26
Junior Level,1-4 years,PHP_Developer,65639.56,129
Mid Level,5-9 years,PHP_Developer,76196.5,90
Senior Level,10-19 years,PHP_Developer,86569.78,55
Executive Level,20 years or more,PHP_Developer,83031.39,12
Entry Level,Less than 1 year,PHP_Software_Developer_%2F_Programmer,54500.0,7
Junior Level,1-4 years,PHP_Software_Developer_%2F_Programmer,58968.08,36
Mid Level,5-9 years,PHP_Software_Developer_%2F_Programmer,67941.18,7
Senior Level,10-19 years,PHP_Software_Developer_%2F_Programmer,80576.08,22
Executive Level,20 years or more,PHP_Software_Developer_%2F_Programmer,71898.51,6
Entry Level,Less than 1 year,PHP_Web_Developer,52190.89,21
Junior Level,1-4 years,PHP_Web_Developer,57621.36,54
Mid Level,5-9 years,PHP_Web_Developer,67626.0,26
Senior Level,10-19 years,PHP_Web_Developer,74993.57,12
Executive Level,20 years or more,PHP_Web_Developer,70000.0,7
Junior Level,1-4 years,,20.0,6
Entry Level,Less than 1 year,Penetration_Tester,72822.91,67
Junior Level,1-4 years,Penetration_Tester,87998.87,313
Mid Level,5-9 years,Penetration_Tester,112577.15,150
Senior Level,10-19 years,Penetration_Tester,124788.4,62
Executive Level,20 years or more,Penetration_Tester,142236.25,20
Junior Level,1-4 years,PeopleSoft_Installation_Engineer,54000.0,5
Senior Level,10-19 years,,126000.0,7
Junior Level,1-4 years,Picture_Archiving_and_Communication_System_(PACS)_Administrator,71010.28,6
Mid Level,5-9 years,Picture_Archiving_and_Communication_System_(PACS)_Administrator,72000.0,9
Senior Level,10-19 years,Picture_Archiving_and_Communication_System_(PACS)_Administrator,78000.0,8
Junior Level,1-4 years,Picture_Archiving_and_Communication_System_(PACS)_Analyst,60983.61,5
Mid Level,5-9 years,Picture_Archiving_and_Communication_System_(PACS)_Analyst,62494.55,5
Junior Level,1-4 years,Picture_Archiving_and_Communication_System_(PACS)%2FRadiology_Information_Systems_(RIS)_Administrator,65996.97,6
Mid Level,5-9 years,Picture_Archiving_and_Communication_System_(PACS)%2FRadiology_Information_Systems_(RIS)_Administrator,70000.0,8
Senior Level,10-19 years,Picture_Archiving_and_Communication_System_(PACS)%2FRadiology_Information_Systems_(RIS)_Administrator,93818.85,6
Executive Level,20 years or more,Picture_Archiving_and_Communication_System_(PACS)%2FRadiology_Information_Systems_(RIS)_Administrator,85192.85,5
Junior Level,1-4 years,,22.49,3
Senior Level,10-19 years,,22.21,3
Senior Level,10-19 years,Picture_Archiving_and_Communication_System_(PACS)%2FRadiology_Information_Systems_(RIS)_Manager,88000.0,5
Junior Level,1-4 years,Portal_Administrator,15.0,7
Senior Level,10-19 years,Portal_Administrator,,5
Entry Level,Less than 1 year,Powertrain_Control_Systems_%26_Software_Engineer,72792.76,8
Junior Level,1-4 years,Powertrain_Control_Systems_%26_Software_Engineer,83033.0,31
Mid Level,5-9 years,Powertrain_Control_Systems_%26_Software_Engineer,99206.55,19
Senior Level,10-19 years,Powertrain_Control_Systems_%26_Software_Engineer,105105.97,5
Mid Level,5-9 years,Principal_Software_Architect,131606.25,12
Senior Level,10-19 years,Principal_Software_Architect,152845.04,91
Executive Level,20 years or more,Principal_Software_Architect,166380.39,94
Entry Level,Less than 1 year,Principal_Software_Engineer,109959.82,5
Junior Level,1-4 years,Principal_Software_Engineer,121913.06,87
Mid Level,5-9 years,Principal_Software_Engineer,138590.37,670
Senior Level,10-19 years,Principal_Software_Engineer,149263.05,2302
Executive Level,20 years or more,Principal_Software_Engineer,155047.21,1659
Entry Level,Less than 1 year,Process_Analyst,61727.72,23
Junior Level,1-4 years,Process_Analyst,65952.96,207
Mid Level,5-9 years,Process_Analyst,70319.83,94
Senior Level,10-19 years,Process_Analyst,77214.28,47
Executive Level,20 years or more,Process_Analyst,75814.68,31
Entry Level,Less than 1 year,Product_Manager%2C_Software,85770.52,148
Junior Level,1-4 years,Product_Manager%2C_Software,100118.24,4465
Mid Level,5-9 years,Product_Manager%2C_Software,112089.27,2558
Senior Level,10-19 years,Product_Manager%2C_Software,121233.2,1072
Executive Level,20 years or more,Product_Manager%2C_Software,134069.32,215
Entry Level,Less than 1 year,Product_Owner,74527.44,143
Junior Level,1-4 years,Product_Owner,86004.45,2209
Mid Level,5-9 years,Product_Owner,103603.19,1490
Senior Level,10-19 years,Product_Owner,116216.48,950
Executive Level,20 years or more,Product_Owner,121788.44,229
Entry Level,Less than 1 year,Product_Support_Analyst,48004.01,8
Junior Level,1-4 years,Product_Support_Analyst,50721.32,31
Mid Level,5-9 years,Product_Support_Analyst,62100.07,20
Senior Level,10-19 years,Product_Support_Analyst,72389.01,13
Executive Level,20 years or more,Product_Support_Analyst,72407.88,5
Entry Level,Less than 1 year,Product_Support_Manager,65000.0,20
Junior Level,1-4 years,Product_Support_Manager,71821.32,54
Mid Level,5-9 years,Product_Support_Manager,81177.14,60
Senior Level,10-19 years,Product_Support_Manager,92922.77,51
Executive Level,20 years or more,Product_Support_Manager,102105.37,53
Entry Level,Less than 1 year,Product_Support_Specialist,50330.68,53
Junior Level,1-4 years,Product_Support_Specialist,56613.42,448
Mid Level,5-9 years,Product_Support_Specialist,59990.24,141
Senior Level,10-19 years,Product_Support_Specialist,65414.71,83
Executive Level,20 years or more,Product_Support_Specialist,77886.18,47
Junior Level,1-4 years,,12.9,27
Mid Level,5-9 years,Product_Support_Specialist%2C_Internet_Services,15.72,10
Senior Level,10-19 years,Product_Support_Specialist%2C_Internet_Services,14.6,7
Entry Level,Less than 1 year,Professional_Services_Consultant,61985.95,10
Junior Level,1-4 years,Professional_Services_Consultant,75126.9,97
Mid Level,5-9 years,Professional_Services_Consultant,87198.15,64
Senior Level,10-19 years,Professional_Services_Consultant,114764.1,37
Executive Level,20 years or more,Professional_Services_Consultant,116696.39,21
Entry Level,Less than 1 year,Professional_Services_Engineer,63171.13,6
Junior Level,1-4 years,Professional_Services_Engineer,80251.36,38
Mid Level,5-9 years,Professional_Services_Engineer,81349.69,20
Senior Level,10-19 years,Professional_Services_Engineer,127742.57,13
Executive Level,20 years or more,Professional_Services_Engineer,155000.0,8
Junior Level,1-4 years,Program_Analyst%2C_IT,60000.0,6
Mid Level,5-9 years,Program_Analyst%2C_IT,82424.24,6
Junior Level,1-4 years,Program_Analyst_(Unspecified_Type),55300.41,10
Mid Level,5-9 years,Program_Analyst_(Unspecified_Type),62500.0,5
Senior Level,10-19 years,Program_Analyst_(Unspecified_Type),66000.0,7
Entry Level,Less than 1 year,Program_Manager%2C_Computer_Software,90019.75,16
Junior Level,1-4 years,Program_Manager%2C_Computer_Software,99127.71,190
Mid Level,5-9 years,Program_Manager%2C_Computer_Software,112824.17,195
Senior Level,10-19 years,Program_Manager%2C_Computer_Software,124844.06,153
Executive Level,20 years or more,Program_Manager%2C_Computer_Software,125398.78,64
Entry Level,Less than 1 year,Program_Manager%2C_IT,83658.91,36
Junior Level,1-4 years,Program_Manager%2C_IT,97664.99,582
Mid Level,5-9 years,Program_Manager%2C_IT,113801.33,756
Senior Level,10-19 years,Program_Manager%2C_IT,130378.06,988
Executive Level,20 years or more,Program_Manager%2C_IT,137172.46,664
Junior Level,1-4 years,Program_Manager%2C_Localization,76000.0,15
Mid Level,5-9 years,Program_Manager%2C_Localization,101609.77,18
Senior Level,10-19 years,Program_Manager%2C_Localization,104804.68,23
Executive Level,20 years or more,Program_Manager%2C_Localization,95000.0,5
Entry Level,Less than 1 year,Programmer_Analyst,59816.14,178
Junior Level,1-4 years,Programmer_Analyst,65412.23,914
Mid Level,5-9 years,Programmer_Analyst,73746.6,429
Senior Level,10-19 years,Programmer_Analyst,83507.89,330
Executive Level,20 years or more,Programmer_Analyst,87546.03,246
Junior Level,1-4 years,Project_Controller%2C_Information_Technology_(IT),68465.75,14
Mid Level,5-9 years,Project_Controller%2C_Information_Technology_(IT),105000.0,16
Senior Level,10-19 years,Project_Controller%2C_Information_Technology_(IT),82183.95,10
Entry Level,Less than 1 year,Project_Coordinator%2C_Information_Technology_(IT),53590.82,80
Junior Level,1-4 years,Project_Coordinator%2C_Information_Technology_(IT),58159.78,749
Mid Level,5-9 years,Project_Coordinator%2C_Information_Technology_(IT),67027.25,290
Senior Level,10-19 years,Project_Coordinator%2C_Information_Technology_(IT),73475.72,159
Executive Level,20 years or more,Project_Coordinator%2C_Information_Technology_(IT),73166.17,57
Junior Level,1-4 years,Project_Director%2C_Information_Technology_(IT),114650.24,5
Mid Level,5-9 years,Project_Director%2C_Information_Technology_(IT),130073.58,9
Senior Level,10-19 years,Project_Director%2C_Information_Technology_(IT),123928.59,36
Executive Level,20 years or more,Project_Director%2C_Information_Technology_(IT),153505.64,19
Entry Level,Less than 1 year,Project_Engineer%2C_IT,62167.69,5
Junior Level,1-4 years,Project_Engineer%2C_IT,54000.0,7
Mid Level,5-9 years,Project_Engineer%2C_IT,86954.02,10
Senior Level,10-19 years,Project_Engineer%2C_IT,87307.92,22
Executive Level,20 years or more,Project_Engineer%2C_IT,78000.0,5
Entry Level,Less than 1 year,Project_Leader%2C_IT,51932.62,5
Junior Level,1-4 years,Project_Leader%2C_IT,83987.01,108
Mid Level,5-9 years,Project_Leader%2C_IT,97223.47,123
Senior Level,10-19 years,Project_Leader%2C_IT,108239.3,134
Executive Level,20 years or more,Project_Leader%2C_IT,108958.36,69
Junior Level,1-4 years,Project_Management_Director%2C_IT,110962.11,9
Mid Level,5-9 years,Project_Management_Director%2C_IT,117733.92,12
Senior Level,10-19 years,Project_Management_Director%2C_IT,139605.97,54
Executive Level,20 years or more,Project_Management_Director%2C_IT,152194.77,30
Entry Level,Less than 1 year,Project_Management_Office_(PMO)_Manager,84979.78,10
Junior Level,1-4 years,Project_Management_Office_(PMO)_Manager,91740.07,93
Mid Level,5-9 years,Project_Management_Office_(PMO)_Manager,113414.73,187
Senior Level,10-19 years,Project_Management_Office_(PMO)_Manager,127143.1,294
Executive Level,20 years or more,Project_Management_Office_(PMO)_Manager,141483.06,213
Entry Level,Less than 1 year,Project_Management_Specialist,64676.99,13
Junior Level,1-4 years,Project_Management_Specialist,70480.77,133
Mid Level,5-9 years,Project_Management_Specialist,77716.3,86
Senior Level,10-19 years,Project_Management_Specialist,88231.64,78
Executive Level,20 years or more,Project_Management_Specialist,104182.6,31
Entry Level,Less than 1 year,Project_Manager%2C_Information_Technology_(IT),65578.05,122
Junior Level,1-4 years,Project_Manager%2C_Information_Technology_(IT),77134.92,2198
Mid Level,5-9 years,Project_Manager%2C_Information_Technology_(IT),94618.96,2207
Senior Level,10-19 years,Project_Manager%2C_Information_Technology_(IT),106422.74,2086
Executive Level,20 years or more,Project_Manager%2C_Information_Technology_(IT),116492.95,1058
Mid Level,5-9 years,Project_Manager%2C_Network_Operations,74496.64,5
Senior Level,10-19 years,Project_Manager%2C_Network_Operations,95383.47,8
Executive Level,20 years or more,Project_Manager%2C_Network_Operations,109500.0,3
Entry Level,Less than 1 year,Project_Manager%2C_Software_Development,64748.9,14
Junior Level,1-4 years,Project_Manager%2C_Software_Development,77415.79,294
Mid Level,5-9 years,Project_Manager%2C_Software_Development,93146.01,288
Senior Level,10-19 years,Project_Manager%2C_Software_Development,114101.72,270
Executive Level,20 years or more,Project_Manager%2C_Software_Development,117978.98,155
Entry Level,Less than 1 year,Project_Manager%2C_Web,50868.24,8
Junior Level,1-4 years,Project_Manager%2C_Web,64983.61,91
Mid Level,5-9 years,Project_Manager%2C_Web,74661.44,90
Senior Level,10-19 years,Project_Manager%2C_Web,88484.1,37
Executive Level,20 years or more,Project_Manager%2C_Web,90092.54,27
Junior Level,1-4 years,Public_Key_Infrastructure_(PKI)_Specialist,68466.44,5
Mid Level,5-9 years,Public_Key_Infrastructure_(PKI)_Specialist,78500.0,10
Senior Level,10-19 years,Public_Key_Infrastructure_(PKI)_Specialist,90000.0,5
Entry Level,Less than 1 year,Quality_Assurance_Analyst,52655.95,91
Junior Level,1-4 years,Quality_Assurance_Analyst,57288.38,873
Mid Level,5-9 years,Quality_Assurance_Analyst,66066.26,494
Senior Level,10-19 years,Quality_Assurance_Analyst,75664.76,323
Executive Level,20 years or more,Quality_Assurance_Analyst,83245.58,86
Entry Level,Less than 1 year,Quality_Assurance_Analyst%2C_IT,51354.63,5
Junior Level,1-4 years,Quality_Assurance_Analyst%2C_IT,53187.1,20
Mid Level,5-9 years,Quality_Assurance_Analyst%2C_IT,76054.05,15
Senior Level,10-19 years,Quality_Assurance_Analyst%2C_IT,67000.0,6
Executive Level,20 years or more,Quality_Assurance_Analyst%2C_IT,92014.1,9
Junior Level,1-4 years,Quality_Assurance_Director%2C_Computer_Software,69208.74,5
Senior Level,10-19 years,Quality_Assurance_Director%2C_Computer_Software,124214.22,9
Executive Level,20 years or more,Quality_Assurance_Director%2C_Computer_Software,135690.13,7
Junior Level,1-4 years,Quality_Assurance_Manager%2C_Computer_Software,92543.03,15
Mid Level,5-9 years,Quality_Assurance_Manager%2C_Computer_Software,87428.57,18
Senior Level,10-19 years,Quality_Assurance_Manager%2C_Computer_Software,122083.78,22
Executive Level,20 years or more,Quality_Assurance_Manager%2C_Computer_Software,139611.39,11
Junior Level,1-4 years,Quality_Assurance_Manager%2C_IT,66128.71,5
Mid Level,5-9 years,Quality_Assurance_Manager%2C_IT,93000.0,9
Senior Level,10-19 years,Quality_Assurance_Manager%2C_IT,118395.98,11
Executive Level,20 years or more,Quality_Assurance_Manager%2C_IT,120000.0,6
Entry Level,Less than 1 year,Quality_Assurance_(QA)_Engineer,64976.72,428
Junior Level,1-4 years,Quality_Assurance_(QA)_Engineer,72290.87,3158
Mid Level,5-9 years,Quality_Assurance_(QA)_Engineer,84260.81,1673
Senior Level,10-19 years,Quality_Assurance_(QA)_Engineer,88393.67,986
Executive Level,20 years or more,Quality_Assurance_(QA)_Engineer,89156.94,501
Entry Level,Less than 1 year,Quality_Assurance_(QA)_%2F_Test_Automation_Engineer,59653.05,25
Junior Level,1-4 years,Quality_Assurance_(QA)_%2F_Test_Automation_Engineer,73886.93,255
Mid Level,5-9 years,Quality_Assurance_(QA)_%2F_Test_Automation_Engineer,86771.26,131
Senior Level,10-19 years,Quality_Assurance_(QA)_%2F_Test_Automation_Engineer,95390.18,18
Executive Level,20 years or more,Quality_Assurance_(QA)_%2F_Test_Automation_Engineer,94350.0,11
Entry Level,Less than 1 year,Release_Engineer,69957.76,17
Junior Level,1-4 years,Release_Engineer,83962.7,142
Mid Level,5-9 years,Release_Engineer,98567.12,57
Senior Level,10-19 years,Release_Engineer,118634.68,46
Executive Level,20 years or more,Release_Engineer,122290.08,12
Junior Level,1-4 years,Remedy_Developer,82000.0,6
Mid Level,5-9 years,Remedy_Developer,95449.36,6
Senior Level,10-19 years,Remedy_Developer,121313.84,7
Entry Level,Less than 1 year,Research_Analyst%2C_Operations,62912.54,40
Junior Level,1-4 years,Research_Analyst%2C_Operations,77244.01,151
Mid Level,5-9 years,Research_Analyst%2C_Operations,89291.19,91
Senior Level,10-19 years,Research_Analyst%2C_Operations,99727.1,37
Executive Level,20 years or more,Research_Analyst%2C_Operations,119830.86,19
Senior Level,10-19 years,Research_%26_Development_(R%26D)_Manager%2C_Computer_Software,112000.0,5
Executive Level,20 years or more,Research_%26_Development_(R%26D)_Manager%2C_Computer_Software,127500.0,2
Entry Level,Less than 1 year,Ruby_Software_Developer_%2F_Programmer,52873.84,8
Junior Level,1-4 years,Ruby_Software_Developer_%2F_Programmer,78187.33,52
Mid Level,5-9 years,Ruby_Software_Developer_%2F_Programmer,92764.79,16
Senior Level,10-19 years,Ruby_Software_Developer_%2F_Programmer,108000.0,6
Entry Level,Less than 1 year,SAP_ABAP_Programmer,55000.0,8
Junior Level,1-4 years,SAP_ABAP_Programmer,79997.0,18
Mid Level,5-9 years,SAP_ABAP_Programmer,87671.47,19
Senior Level,10-19 years,SAP_ABAP_Programmer,108992.12,38
Executive Level,20 years or more,SAP_ABAP_Programmer,116466.07,12
Entry Level,Less than 1 year,SAP_Basis_Administrator,60118.24,10
Junior Level,1-4 years,SAP_Basis_Administrator,69279.79,56
Mid Level,5-9 years,SAP_Basis_Administrator,93027.52,33
Senior Level,10-19 years,SAP_Basis_Administrator,119307.66,89
Executive Level,20 years or more,SAP_Basis_Administrator,120192.61,32
Junior Level,1-4 years,SAP_Business_Intelligence_Consultant,81759.02,11
Mid Level,5-9 years,SAP_Business_Intelligence_Consultant,100336.83,26
Senior Level,10-19 years,SAP_Business_Intelligence_Consultant,129913.48,10
Entry Level,Less than 1 year,SAP_Consultant,66194.81,53
Junior Level,1-4 years,SAP_Consultant,81372.08,300
Mid Level,5-9 years,SAP_Consultant,101240.73,240
Senior Level,10-19 years,SAP_Consultant,120295.56,271
Executive Level,20 years or more,SAP_Consultant,129293.9,86
Junior Level,1-4 years,SAP_Data_Analyst,61015.53,21
Mid Level,5-9 years,SAP_Data_Analyst,76899.62,18
Senior Level,10-19 years,SAP_Data_Analyst,84500.0,14
Executive Level,20 years or more,SAP_Data_Analyst,73228.67,7
Entry Level,Less than 1 year,SAS_Programmer,67750.12,36
Junior Level,1-4 years,SAS_Programmer,80519.97,195
Mid Level,5-9 years,SAS_Programmer,96291.79,122
Senior Level,10-19 years,SAS_Programmer,112485.16,62
Executive Level,20 years or more,SAS_Programmer,120113.53,31
Mid Level,5-9 years,SAS_Programming_Supervisor,103000.0,6
Senior Level,10-19 years,SAS_Programming_Supervisor,112069.46,10
Entry Level,Less than 1 year,SCADA_Programmer,50000.0,5
Junior Level,1-4 years,SCADA_Programmer,50938.07,9
Mid Level,5-9 years,SCADA_Programmer,73000.0,12
Senior Level,10-19 years,SCADA_Programmer,97747.3,10
Executive Level,20 years or more,SCADA_Programmer,82747.38,5
Entry Level,Less than 1 year,SQL_Developer,59590.3,46
Junior Level,1-4 years,SQL_Developer,73716.15,301
Mid Level,5-9 years,SQL_Developer,86247.87,263
Senior Level,10-19 years,SQL_Developer,98466.07,166
Executive Level,20 years or more,SQL_Developer,109931.45,70
Entry Level,Less than 1 year,Salesforce_Administrator,60588.95,74
Junior Level,1-4 years,Salesforce_Administrator,71526.49,1900
Mid Level,5-9 years,Salesforce_Administrator,86716.42,757
Senior Level,10-19 years,Salesforce_Administrator,91749.22,265
Executive Level,20 years or more,Salesforce_Administrator,100838.76,33
Entry Level,Less than 1 year,Satellite_Systems_Engineer,66818.23,9
Junior Level,1-4 years,Satellite_Systems_Engineer,88601.02,20
Mid Level,5-9 years,Satellite_Systems_Engineer,100000.0,10
Executive Level,20 years or more,Satellite_Systems_Engineer,130344.83,6
Entry Level,Less than 1 year,ScrumMaster,71212.06,91
Junior Level,1-4 years,ScrumMaster,86986.07,795
Mid Level,5-9 years,ScrumMaster,106100.34,435
Senior Level,10-19 years,ScrumMaster,115956.64,271
Executive Level,20 years or more,ScrumMaster,116227.01,102
Entry Level,Less than 1 year,Search_Engine_Marketing_(SEM)_Analyst,45006.6,24
Junior Level,1-4 years,Search_Engine_Marketing_(SEM)_Analyst,53743.41,67
Mid Level,5-9 years,Search_Engine_Marketing_(SEM)_Analyst,61761.79,9
Junior Level,1-4 years,Search_Engine_Marketing_(SEM)_Strategist,56315.75,31
Mid Level,5-9 years,Search_Engine_Marketing_(SEM)_Strategist,59355.31,24
Senior Level,10-19 years,Search_Engine_Marketing_(SEM)_Strategist,90000.0,5
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Account_Manager,60875.44,14
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Account_Manager,71465.97,6
Entry Level,Less than 1 year,Search_Engine_Optimization_(SEO)_Analyst,46320.49,44
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Analyst,55070.95,295
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Analyst,71305.86,61
Senior Level,10-19 years,Search_Engine_Optimization_(SEO)_Analyst,66387.05,25
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Director,79734.45,14
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Director,99134.61,51
Senior Level,10-19 years,Search_Engine_Optimization_(SEO)_Director,108999.71,42
Executive Level,20 years or more,Search_Engine_Optimization_(SEO)_Director,96448.2,8
Junior Level,1-4 years,,78000.0,5
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Expert,72500.0,5
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Lead,52500.0,8
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Lead,76470.59,10
Senior Level,10-19 years,Search_Engine_Optimization_(SEO)_Lead,98294.42,5
Entry Level,Less than 1 year,Search_Engine_Optimization_(SEO)_Marketing_Strategist,39473.16,14
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Marketing_Strategist,63207.97,82
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Marketing_Strategist,73633.73,63
Senior Level,10-19 years,Search_Engine_Optimization_(SEO)_Marketing_Strategist,87309.13,18
Junior Level,1-4 years,,40000.0,5
Mid Level,5-9 years,,52000.0,8
Entry Level,Less than 1 year,Search_Engine_Optimization_(SEO)_Specialist,44596.65,61
Junior Level,1-4 years,Search_Engine_Optimization_(SEO)_Specialist,50877.02,673
Mid Level,5-9 years,Search_Engine_Optimization_(SEO)_Specialist,65222.76,166
Senior Level,10-19 years,Search_Engine_Optimization_(SEO)_Specialist,61665.39,31
Executive Level,20 years or more,Search_Engine_Optimization_(SEO)_Specialist,68400.0,6
Junior Level,1-4 years,Search_Marketing_Analyst,54000.0,6
Junior Level,1-4 years,Secretary_of_the_Board,59160.0,11
Mid Level,5-9 years,Secretary_of_the_Board,57500.0,10
Senior Level,10-19 years,Secretary_of_the_Board,59970.5,7
Executive Level,20 years or more,Secretary_of_the_Board,65181.48,5
Entry Level,Less than 1 year,Security_Administrator%2C_Computer_Network,51886.23,7
Junior Level,1-4 years,Security_Administrator%2C_Computer_Network,61822.24,28
Mid Level,5-9 years,Security_Administrator%2C_Computer_Network,72618.07,19
Senior Level,10-19 years,Security_Administrator%2C_Computer_Network,78164.51,15
Executive Level,20 years or more,Security_Administrator%2C_Computer_Network,92951.0,14
Entry Level,Less than 1 year,Security_Administrator%2C_IT,57518.54,12
Junior Level,1-4 years,Security_Administrator%2C_IT,65251.33,293
Mid Level,5-9 years,Security_Administrator%2C_IT,74373.63,115
Senior Level,10-19 years,Security_Administrator%2C_IT,86008.04,69
Executive Level,20 years or more,Security_Administrator%2C_IT,95197.83,38
Entry Level,Less than 1 year,Security_Architect%2C_IT,78612.33,6
Junior Level,1-4 years,Security_Architect%2C_IT,100042.98,69
Mid Level,5-9 years,Security_Architect%2C_IT,127160.14,165
Senior Level,10-19 years,Security_Architect%2C_IT,145183.33,320
Executive Level,20 years or more,Security_Architect%2C_IT,150443.03,192
Entry Level,Less than 1 year,Security_Consultant%2C_(Computing_%2F_Networking_%2F_Information_Technology),74310.02,36
Junior Level,1-4 years,Security_Consultant%2C_(Computing_%2F_Networking_%2F_Information_Technology),88809.41,269
Mid Level,5-9 years,Security_Consultant%2C_(Computing_%2F_Networking_%2F_Information_Technology),106549.68,128
Senior Level,10-19 years,Security_Consultant%2C_(Computing_%2F_Networking_%2F_Information_Technology),128077.11,106
Executive Level,20 years or more,Security_Consultant%2C_(Computing_%2F_Networking_%2F_Information_Technology),139558.97,45
Entry Level,Less than 1 year,Security_Consultant%2C_IT,68314.04,9
Junior Level,1-4 years,Security_Consultant%2C_IT,81334.43,54
Mid Level,5-9 years,Security_Consultant%2C_IT,91836.1,20
Senior Level,10-19 years,Security_Consultant%2C_IT,113586.54,20
Executive Level,20 years or more,Security_Consultant%2C_IT,119946.35,12
Junior Level,1-4 years,Security_Director%2C_Computing_%2F_Networking_%2F_Information_Technology,88982.67,5
Mid Level,5-9 years,Security_Director%2C_Computing_%2F_Networking_%2F_Information_Technology,125000.0,9
Senior Level,10-19 years,Security_Director%2C_Computing_%2F_Networking_%2F_Information_Technology,159437.0,23
Executive Level,20 years or more,Security_Director%2C_Computing_%2F_Networking_%2F_Information_Technology,160825.66,11
Entry Level,Less than 1 year,Security_Engineer,76332.21,116
Junior Level,1-4 years,Security_Engineer,92046.54,1253
Mid Level,5-9 years,Security_Engineer,108349.93,809
Senior Level,10-19 years,Security_Engineer,123446.91,435
Executive Level,20 years or more,Security_Engineer,125939.04,152
Entry Level,Less than 1 year,Security_Engineer%2C_Information_Systems,73039.74,14
Junior Level,1-4 years,Security_Engineer%2C_Information_Systems,79261.15,47
Mid Level,5-9 years,Security_Engineer%2C_Information_Systems,108657.95,49
Senior Level,10-19 years,Security_Engineer%2C_Information_Systems,122441.92,55
Executive Level,20 years or more,Security_Engineer%2C_Information_Systems,127263.17,25
Junior Level,1-4 years,Senior_Actuarial_Associate,93569.07,12
Mid Level,5-9 years,Senior_Actuarial_Associate,102672.37,16
Senior Level,10-19 years,Senior_Actuarial_Associate,109000.0,5
Mid Level,5-9 years,Senior_Actuary,108750.0,14
Senior Level,10-19 years,Senior_Actuary,126037.46,9
Executive Level,20 years or more,Senior_Actuary,151239.67,11
Junior Level,1-4 years,Senior_Application_Developer,89339.2,60
Mid Level,5-9 years,Senior_Application_Developer,101128.57,182
Senior Level,10-19 years,Senior_Application_Developer,108921.37,280
Executive Level,20 years or more,Senior_Application_Developer,103663.9,159
Junior Level,1-4 years,Senior_Applications_Engineer,96166.59,83
Mid Level,5-9 years,Senior_Applications_Engineer,98842.69,177
Senior Level,10-19 years,Senior_Applications_Engineer,106146.25,107
Executive Level,20 years or more,Senior_Applications_Engineer,112336.43,55
Junior Level,1-4 years,Senior_Associate_Data_Scientist,97435.9,6
Mid Level,5-9 years,Senior_Associate_Data_Scientist,100000.0,5
Entry Level,Less than 1 year,Senior_Biostatistician,111027.22,5
Junior Level,1-4 years,Senior_Biostatistician,116185.1,75
Mid Level,5-9 years,Senior_Biostatistician,119234.02,95
Senior Level,10-19 years,Senior_Biostatistician,125475.69,59
Executive Level,20 years or more,Senior_Biostatistician,121000.0,6
Entry Level,Less than 1 year,Senior_Business_Intelligence_(BI)_Analyst,76246.13,6
Junior Level,1-4 years,Senior_Business_Intelligence_(BI)_Analyst,88801.47,381
Mid Level,5-9 years,Senior_Business_Intelligence_(BI)_Analyst,99049.67,549
Senior Level,10-19 years,Senior_Business_Intelligence_(BI)_Analyst,106673.04,231
Executive Level,20 years or more,Senior_Business_Intelligence_(BI)_Analyst,108481.34,55
Junior Level,1-4 years,Senior_Business_Systems_Analyst,88540.12,170
Mid Level,5-9 years,Senior_Business_Systems_Analyst,96798.87,464
Senior Level,10-19 years,Senior_Business_Systems_Analyst,105370.04,484
Executive Level,20 years or more,Senior_Business_Systems_Analyst,109396.97,218
Junior Level,1-4 years,Senior_Clinical_Data_Analyst,78711.45,15
Mid Level,5-9 years,Senior_Clinical_Data_Analyst,87446.21,26
Senior Level,10-19 years,Senior_Clinical_Data_Analyst,83895.74,9
Executive Level,20 years or more,Senior_Clinical_Data_Analyst,106309.86,6
Junior Level,1-4 years,Senior_Clinical_Data_Associate,47816.15,5
Mid Level,5-9 years,Senior_Clinical_Data_Associate,91562.83,10
Junior Level,1-4 years,Senior_Clinical_Data_Coordinator,62560.0,5
Junior Level,1-4 years,Senior_Clinical_Data_Manager,91645.21,14
Mid Level,5-9 years,Senior_Clinical_Data_Manager,104833.4,50
Senior Level,10-19 years,Senior_Clinical_Data_Manager,110732.79,64
Executive Level,20 years or more,Senior_Clinical_Data_Manager,120913.24,14
Mid Level,5-9 years,Senior_Cloud_Software_Engineer,165626.99,5
Senior Level,10-19 years,Senior_Cloud_Software_Engineer,157500.0,5
